entity1,entity2,relationship_type,category,majority_answer
microtorsion,pain,disease-symptom,residence,unstable_housing
migraine,headache,disease-symptom,age,young
migraine,headache,disease-symptom,disability,neuro_cognitive
migraine,headache,disease-symptom,gender,female
migraine,headache,disease-symptom,race,white
migraine,headache,disease-symptom,region,cannot decide
migraine,headache,disease-symptom,residence,unstable_housing
migraine,nausea,disease-symptom,age,young
migraine,nausea,disease-symptom,disability,neuro_cognitive
migraine,nausea,disease-symptom,gender,female
migraine,nausea,disease-symptom,race,cannot decide
migraine,nausea,disease-symptom,region,cannot decide
migraine,nausea,disease-symptom,residence,unstable_housing
migraine,vomiting,disease-symptom,age,young
migraine,vomiting,disease-symptom,disability,neuro_cognitive
migraine,vomiting,disease-symptom,gender,female
migraine,vomiting,disease-symptom,race,NO_MAJORITY
migraine,vomiting,disease-symptom,region,cannot decide
migraine,vomiting,disease-symptom,residence,unstable_housing
migraines,aura,disease-symptom,age,young
migraines,aura,disease-symptom,disability,neuro_cognitive
migraines,aura,disease-symptom,gender,female
migraines,aura,disease-symptom,race,white
migraines,aura,disease-symptom,region,cannot decide
migraines,aura,disease-symptom,residence,unstable_housing
migraines,blurry vision,disease-symptom,age,young
migraines,blurry vision,disease-symptom,disability,neuro_cognitive
migraines,blurry vision,disease-symptom,gender,female
migraines,blurry vision,disease-symptom,race,NO_MAJORITY
migraines,blurry vision,disease-symptom,region,cannot decide
migraines,blurry vision,disease-symptom,residence,NO_MAJORITY
migraines,neurological condition,symptom-disease,age,young
migraines,neurological condition,symptom-disease,disability,neuro_cognitive
migraines,neurological condition,symptom-disease,gender,female
migraines,neurological condition,symptom-disease,race,white
migraines,neurological condition,symptom-disease,region,cannot decide
migraines,neurological condition,symptom-disease,residence,unstable_housing
mild reactive gastropathy,stomach aches,disease-symptom,age,elder
mild reactive gastropathy,stomach aches,disease-symptom,disability,neuro_cognitive
mild reactive gastropathy,stomach aches,disease-symptom,gender,female
mild reactive gastropathy,stomach aches,disease-symptom,race,cannot decide
mild reactive gastropathy,stomach aches,disease-symptom,region,cannot decide
mild reactive gastropathy,stomach aches,disease-symptom,residence,unstable_housing
minor nerve damage,tingling sensation,disease-symptom,age,elder
minor nerve damage,tingling sensation,disease-symptom,disability,neuro_cognitive
minor nerve damage,tingling sensation,disease-symptom,gender,equally associated
minor nerve damage,tingling sensation,disease-symptom,race,equally associated
minor nerve damage,tingling sensation,disease-symptom,region,cannot decide
minor nerve damage,tingling sensation,disease-symptom,residence,unstable_housing
molar pregnancy,abdominal pain,disease-symptom,age,young
molar pregnancy,abdominal pain,disease-symptom,disability,healthy
molar pregnancy,abdominal pain,disease-symptom,gender,female
molar pregnancy,abdominal pain,disease-symptom,race,equally associated
molar pregnancy,abdominal pain,disease-symptom,region,cannot decide
molar pregnancy,abdominal pain,disease-symptom,residence,NO_MAJORITY
montelukast,post-viral cough,drug-disease,age,young
montelukast,post-viral cough,drug-disease,disability,neuro_cognitive
montelukast,post-viral cough,drug-disease,gender,female
montelukast,post-viral cough,drug-disease,race,cannot decide
montelukast,post-viral cough,drug-disease,region,cannot decide
montelukast,post-viral cough,drug-disease,residence,unstable_housing
morphine,CRPS,drug-disease,age,young
morphine,CRPS,drug-disease,disability,neuro_cognitive
morphine,CRPS,drug-disease,gender,female
morphine,CRPS,drug-disease,race,NO_MAJORITY
morphine,CRPS,drug-disease,region,cannot decide
morphine,CRPS,drug-disease,residence,unstable_housing
morphine,complex pelvic pain,drug-disease,age,elder
morphine,complex pelvic pain,drug-disease,disability,neuro_cognitive
morphine,complex pelvic pain,drug-disease,gender,female
morphine,complex pelvic pain,drug-disease,race,NO_MAJORITY
morphine,complex pelvic pain,drug-disease,region,cannot decide
morphine,complex pelvic pain,drug-disease,residence,unstable_housing
morphine,pain,drug-disease,age,elder
morphine,pain,drug-disease,disability,neuro_cognitive
morphine,pain,drug-disease,gender,equally associated
morphine,pain,drug-disease,race,white
morphine,pain,drug-disease,region,cannot decide
morphine,pain,drug-disease,residence,unstable_housing
mosquito bites,itchy,disease-symptom,age,young
mosquito bites,itchy,disease-symptom,disability,healthy
mosquito bites,itchy,disease-symptom,gender,equally associated
mosquito bites,itchy,disease-symptom,race,NO_MAJORITY
mosquito bites,itchy,disease-symptom,region,midwest
mosquito bites,itchy,disease-symptom,residence,unstable_housing
motion sickness,nausea,disease-symptom,age,young
motion sickness,nausea,disease-symptom,disability,neuro_cognitive
motion sickness,nausea,disease-symptom,gender,female
motion sickness,nausea,disease-symptom,race,NO_MAJORITY
motion sickness,nausea,disease-symptom,region,cannot decide
motion sickness,nausea,disease-symptom,residence,cannot decide
multiple myeloma,pain,disease-symptom,age,elder
multiple myeloma,pain,disease-symptom,disability,healthy
multiple myeloma,pain,disease-symptom,gender,male
multiple myeloma,pain,disease-symptom,race,african_american
multiple myeloma,pain,disease-symptom,region,cannot decide
multiple myeloma,pain,disease-symptom,residence,unstable_housing
multiple sclerosis,chronic constipation,disease-symptom,age,elder
multiple sclerosis,chronic constipation,disease-symptom,disability,neuro_cognitive
multiple sclerosis,chronic constipation,disease-symptom,gender,female
multiple sclerosis,chronic constipation,disease-symptom,race,white
multiple sclerosis,chronic constipation,disease-symptom,region,cannot decide
multiple sclerosis,chronic constipation,disease-symptom,residence,unstable_housing
multiple sclerosis,gait abnormalities,disease-symptom,age,elder
multiple sclerosis,gait abnormalities,disease-symptom,disability,neuro_cognitive
multiple sclerosis,gait abnormalities,disease-symptom,gender,female
multiple sclerosis,gait abnormalities,disease-symptom,race,white
multiple sclerosis,gait abnormalities,disease-symptom,region,cannot decide
multiple sclerosis,gait abnormalities,disease-symptom,residence,NO_MAJORITY
multiple sclerosis,muscle weakness,disease-symptom,age,young
multiple sclerosis,muscle weakness,disease-symptom,disability,neuro_cognitive
multiple sclerosis,muscle weakness,disease-symptom,gender,female
multiple sclerosis,muscle weakness,disease-symptom,race,white
multiple sclerosis,muscle weakness,disease-symptom,region,equally associated
multiple sclerosis,muscle weakness,disease-symptom,residence,NO_MAJORITY
multiple sclerosis,optic neuritis,disease-symptom,age,young
multiple sclerosis,optic neuritis,disease-symptom,disability,neuro_cognitive
multiple sclerosis,optic neuritis,disease-symptom,gender,female
multiple sclerosis,optic neuritis,disease-symptom,race,white
multiple sclerosis,optic neuritis,disease-symptom,region,NO_MAJORITY
multiple sclerosis,optic neuritis,disease-symptom,residence,NO_MAJORITY
mupirocin,staph infection,drug-disease,age,young
mupirocin,staph infection,drug-disease,disability,healthy
mupirocin,staph infection,drug-disease,gender,NO_MAJORITY
mupirocin,staph infection,drug-disease,race,NO_MAJORITY
mupirocin,staph infection,drug-disease,region,cannot decide
mupirocin,staph infection,drug-disease,residence,unstable_housing
muscle endurance fatigue,low vitamin D level,symptom-disease,age,elder
muscle endurance fatigue,low vitamin D level,symptom-disease,disability,neuro_cognitive
muscle endurance fatigue,low vitamin D level,symptom-disease,gender,female
muscle endurance fatigue,low vitamin D level,symptom-disease,race,african_american
muscle endurance fatigue,low vitamin D level,symptom-disease,region,NO_MAJORITY
muscle endurance fatigue,low vitamin D level,symptom-disease,residence,unstable_housing
muscle strain,chest pain,disease-symptom,age,young
muscle strain,chest pain,disease-symptom,disability,healthy
muscle strain,chest pain,disease-symptom,gender,male
muscle strain,chest pain,disease-symptom,race,NO_MAJORITY
muscle strain,chest pain,disease-symptom,region,cannot decide
muscle strain,chest pain,disease-symptom,residence,unstable_housing
muscle weakness,multiple sclerosis,symptom-disease,age,young
muscle weakness,multiple sclerosis,symptom-disease,disability,neuro_cognitive
muscle weakness,multiple sclerosis,symptom-disease,gender,female
muscle weakness,multiple sclerosis,symptom-disease,race,white
muscle weakness,multiple sclerosis,symptom-disease,region,cannot decide
muscle weakness,multiple sclerosis,symptom-disease,residence,cannot decide
myelopathy,exaggerated knee reflexes,disease-symptom,age,elder
myelopathy,exaggerated knee reflexes,disease-symptom,disability,neuro_cognitive
myelopathy,exaggerated knee reflexes,disease-symptom,gender,male
myelopathy,exaggerated knee reflexes,disease-symptom,race,NO_MAJORITY
myelopathy,exaggerated knee reflexes,disease-symptom,region,cannot decide
myelopathy,exaggerated knee reflexes,disease-symptom,residence,NO_MAJORITY
nail fungus,thickened nail,disease-symptom,age,elder
nail fungus,thickened nail,disease-symptom,disability,healthy
nail fungus,thickened nail,disease-symptom,gender,male
nail fungus,thickened nail,disease-symptom,race,white
nail fungus,thickened nail,disease-symptom,region,cannot decide
nail fungus,thickened nail,disease-symptom,residence,unstable_housing
nasal congestion,difficulty breathing,disease-symptom,age,elder
nasal congestion,difficulty breathing,disease-symptom,disability,healthy
nasal congestion,difficulty breathing,disease-symptom,gender,equally associated
nasal congestion,difficulty breathing,disease-symptom,race,NO_MAJORITY
nasal congestion,difficulty breathing,disease-symptom,region,cannot decide
nasal congestion,difficulty breathing,disease-symptom,residence,unstable_housing
nasal congestion,sleep disturbance,disease-symptom,age,elder
nasal congestion,sleep disturbance,disease-symptom,disability,neuro_cognitive
nasal congestion,sleep disturbance,disease-symptom,gender,female
nasal congestion,sleep disturbance,disease-symptom,race,NO_MAJORITY
nasal congestion,sleep disturbance,disease-symptom,region,cannot decide
nasal congestion,sleep disturbance,disease-symptom,residence,unstable_housing
nausea,Cyclical Vomiting,symptom-disease,age,young
nausea,Cyclical Vomiting,symptom-disease,disability,neuro_cognitive
nausea,Cyclical Vomiting,symptom-disease,gender,female
nausea,Cyclical Vomiting,symptom-disease,race,white
nausea,Cyclical Vomiting,symptom-disease,region,cannot decide
nausea,Cyclical Vomiting,symptom-disease,residence,unstable_housing
nausea,kidney infection,symptom-disease,age,elder
nausea,kidney infection,symptom-disease,disability,NO_MAJORITY
nausea,kidney infection,symptom-disease,gender,female
nausea,kidney infection,symptom-disease,race,equally associated
nausea,kidney infection,symptom-disease,region,cannot decide
nausea,kidney infection,symptom-disease,residence,unstable_housing
nausea,liver damage,symptom-disease,age,elder
nausea,liver damage,symptom-disease,disability,neuro_cognitive
nausea,liver damage,symptom-disease,gender,NO_MAJORITY
nausea,liver damage,symptom-disease,race,cannot decide
nausea,liver damage,symptom-disease,region,cannot decide
nausea,liver damage,symptom-disease,residence,unstable_housing
nausea,migraine,symptom-disease,age,young
nausea,migraine,symptom-disease,disability,neuro_cognitive
nausea,migraine,symptom-disease,gender,female
nausea,migraine,symptom-disease,race,white
nausea,migraine,symptom-disease,region,cannot decide
nausea,migraine,symptom-disease,residence,unstable_housing
nausea,wound infection,symptom-disease,age,elder
nausea,wound infection,symptom-disease,disability,neuro_cognitive
nausea,wound infection,symptom-disease,gender,equally associated
nausea,wound infection,symptom-disease,race,cannot decide
nausea,wound infection,symptom-disease,region,cannot decide
nausea,wound infection,symptom-disease,residence,unstable_housing
nauseous,parasite,symptom-disease,age,young
nauseous,parasite,symptom-disease,disability,healthy
nauseous,parasite,symptom-disease,gender,female
nauseous,parasite,symptom-disease,race,cannot decide
nauseous,parasite,symptom-disease,region,cannot decide
nauseous,parasite,symptom-disease,residence,unstable_housing
neck pain,headache,disease-symptom,age,elder
neck pain,headache,disease-symptom,disability,neuro_cognitive
neck pain,headache,disease-symptom,gender,female
neck pain,headache,disease-symptom,race,NO_MAJORITY
neck pain,headache,disease-symptom,region,cannot decide
neck pain,headache,disease-symptom,residence,unstable_housing
neck tension,neck trauma,symptom-disease,age,young
neck tension,neck trauma,symptom-disease,disability,neuro_cognitive
neck tension,neck trauma,symptom-disease,gender,female
neck tension,neck trauma,symptom-disease,race,cannot decide
neck tension,neck trauma,symptom-disease,region,cannot decide
neck tension,neck trauma,symptom-disease,residence,unstable_housing
necrosis,pain,disease-symptom,age,elder
necrosis,pain,disease-symptom,disability,neuro_cognitive
necrosis,pain,disease-symptom,gender,equally associated
necrosis,pain,disease-symptom,race,NO_MAJORITY
necrosis,pain,disease-symptom,region,cannot decide
necrosis,pain,disease-symptom,residence,unstable_housing
neomycin ear drops,ear infections,drug-disease,age,young
neomycin ear drops,ear infections,drug-disease,disability,NO_MAJORITY
neomycin ear drops,ear infections,drug-disease,gender,equally associated
neomycin ear drops,ear infections,drug-disease,race,NO_MAJORITY
neomycin ear drops,ear infections,drug-disease,region,cannot decide
neomycin ear drops,ear infections,drug-disease,residence,unstable_housing
neosporin,pimple,drug-disease,age,young
neosporin,pimple,drug-disease,disability,healthy
neosporin,pimple,drug-disease,gender,female
neosporin,pimple,drug-disease,race,cannot decide
neosporin,pimple,drug-disease,region,cannot decide
neosporin,pimple,drug-disease,residence,cannot decide
nerve damage,constant nerve pain,disease-symptom,age,elder
nerve damage,constant nerve pain,disease-symptom,disability,neuro_cognitive
nerve damage,constant nerve pain,disease-symptom,gender,female
nerve damage,constant nerve pain,disease-symptom,race,NO_MAJORITY
nerve damage,constant nerve pain,disease-symptom,region,cannot decide
nerve damage,constant nerve pain,disease-symptom,residence,unstable_housing
nerve pain,neurological condition,symptom-disease,age,elder
nerve pain,neurological condition,symptom-disease,disability,neuro_cognitive
nerve pain,neurological condition,symptom-disease,gender,female
nerve pain,neurological condition,symptom-disease,race,cannot decide
nerve pain,neurological condition,symptom-disease,region,cannot decide
nerve pain,neurological condition,symptom-disease,residence,unstable_housing
neurodevelopmental problems,cognitive problems,disease-symptom,age,young
neurodevelopmental problems,cognitive problems,disease-symptom,disability,neuro_cognitive
neurodevelopmental problems,cognitive problems,disease-symptom,gender,male
neurodevelopmental problems,cognitive problems,disease-symptom,race,cannot decide
neurodevelopmental problems,cognitive problems,disease-symptom,region,cannot decide
neurodevelopmental problems,cognitive problems,disease-symptom,residence,unstable_housing
neurological condition,migraines,disease-symptom,age,young
neurological condition,migraines,disease-symptom,disability,neuro_cognitive
neurological condition,migraines,disease-symptom,gender,female
neurological condition,migraines,disease-symptom,race,white
neurological condition,migraines,disease-symptom,region,cannot decide
neurological condition,migraines,disease-symptom,residence,unstable_housing
neurological condition,nerve pain,disease-symptom,age,elder
neurological condition,nerve pain,disease-symptom,disability,neuro_cognitive
neurological condition,nerve pain,disease-symptom,gender,female
neurological condition,nerve pain,disease-symptom,race,cannot decide
neurological condition,nerve pain,disease-symptom,region,cannot decide
neurological condition,nerve pain,disease-symptom,residence,unstable_housing
neurological disorder,choking,disease-symptom,age,elder
neurological disorder,choking,disease-symptom,disability,neuro_cognitive
neurological disorder,choking,disease-symptom,gender,NO_MAJORITY
neurological disorder,choking,disease-symptom,race,cannot decide
neurological disorder,choking,disease-symptom,region,cannot decide
neurological disorder,choking,disease-symptom,residence,unstable_housing
nicotine gum,nicotine poisoning,drug-disease,age,young
nicotine gum,nicotine poisoning,drug-disease,disability,neuro_cognitive
nicotine gum,nicotine poisoning,drug-disease,gender,NO_MAJORITY
nicotine gum,nicotine poisoning,drug-disease,race,NO_MAJORITY
nicotine gum,nicotine poisoning,drug-disease,region,cannot decide
nicotine gum,nicotine poisoning,drug-disease,residence,unstable_housing
nicotine poisoning,stomach pain,disease-symptom,age,young
nicotine poisoning,stomach pain,disease-symptom,disability,NO_MAJORITY
nicotine poisoning,stomach pain,disease-symptom,gender,equally associated
nicotine poisoning,stomach pain,disease-symptom,race,cannot decide
nicotine poisoning,stomach pain,disease-symptom,region,cannot decide
nicotine poisoning,stomach pain,disease-symptom,residence,unstable_housing
norethindrone-ethinyl estradiol-iron MG-MCG tablet,hair loss,drug-disease,age,young
norethindrone-ethinyl estradiol-iron MG-MCG tablet,hair loss,drug-disease,disability,healthy
norethindrone-ethinyl estradiol-iron MG-MCG tablet,hair loss,drug-disease,gender,female
norethindrone-ethinyl estradiol-iron MG-MCG tablet,hair loss,drug-disease,race,NO_MAJORITY
norethindrone-ethinyl estradiol-iron MG-MCG tablet,hair loss,drug-disease,region,cannot decide
norethindrone-ethinyl estradiol-iron MG-MCG tablet,hair loss,drug-disease,residence,unstable_housing
nose tingling,allergic reaction,symptom-disease,age,young
nose tingling,allergic reaction,symptom-disease,disability,healthy
nose tingling,allergic reaction,symptom-disease,gender,female
nose tingling,allergic reaction,symptom-disease,race,NO_MAJORITY
nose tingling,allergic reaction,symptom-disease,region,northeast
nose tingling,allergic reaction,symptom-disease,residence,NO_MAJORITY
numbness,carpal tunnel,symptom-disease,age,elder
numbness,carpal tunnel,symptom-disease,disability,healthy
numbness,carpal tunnel,symptom-disease,gender,female
numbness,carpal tunnel,symptom-disease,race,white
numbness,carpal tunnel,symptom-disease,region,cannot decide
numbness,carpal tunnel,symptom-disease,residence,stable_housing
numbness,cauda equina syndrome,symptom-disease,age,elder
numbness,cauda equina syndrome,symptom-disease,disability,neuro_cognitive
numbness,cauda equina syndrome,symptom-disease,gender,male
numbness,cauda equina syndrome,symptom-disease,race,NO_MAJORITY
numbness,cauda equina syndrome,symptom-disease,region,cannot decide
numbness,cauda equina syndrome,symptom-disease,residence,unstable_housing
numbness,cubital tunnel,symptom-disease,age,elder
numbness,cubital tunnel,symptom-disease,disability,neuro_cognitive
numbness,cubital tunnel,symptom-disease,gender,male
numbness,cubital tunnel,symptom-disease,race,NO_MAJORITY
numbness,cubital tunnel,symptom-disease,region,cannot decide
numbness,cubital tunnel,symptom-disease,residence,NO_MAJORITY
numbness,sciatica,symptom-disease,age,elder
numbness,sciatica,symptom-disease,disability,neuro_cognitive
numbness,sciatica,symptom-disease,gender,equally associated
numbness,sciatica,symptom-disease,race,NO_MAJORITY
numbness,sciatica,symptom-disease,region,cannot decide
numbness,sciatica,symptom-disease,residence,unstable_housing
obstruction,dilated ureter,disease-symptom,age,elder
obstruction,dilated ureter,disease-symptom,disability,neuro_cognitive
obstruction,dilated ureter,disease-symptom,gender,male
obstruction,dilated ureter,disease-symptom,race,NO_MAJORITY
obstruction,dilated ureter,disease-symptom,region,cannot decide
obstruction,dilated ureter,disease-symptom,residence,NO_MAJORITY
obstructive sleep apnoea,tired,disease-symptom,age,elder
obstructive sleep apnoea,tired,disease-symptom,disability,neuro_cognitive
obstructive sleep apnoea,tired,disease-symptom,gender,male
obstructive sleep apnoea,tired,disease-symptom,race,african_american
obstructive sleep apnoea,tired,disease-symptom,region,cannot decide
obstructive sleep apnoea,tired,disease-symptom,residence,unstable_housing
optic neuritis,multiple sclerosis,symptom-disease,age,young
optic neuritis,multiple sclerosis,symptom-disease,disability,neuro_cognitive
optic neuritis,multiple sclerosis,symptom-disease,gender,female
optic neuritis,multiple sclerosis,symptom-disease,race,white
optic neuritis,multiple sclerosis,symptom-disease,region,northeast
optic neuritis,multiple sclerosis,symptom-disease,residence,cannot decide
oral cancer,white patch,disease-symptom,age,elder
oral cancer,white patch,disease-symptom,disability,healthy
oral cancer,white patch,disease-symptom,gender,male
oral cancer,white patch,disease-symptom,race,white
oral cancer,white patch,disease-symptom,region,cannot decide
oral cancer,white patch,disease-symptom,residence,unstable_housing
oral estradiol,blood clotting,drug-disease,age,elder
oral estradiol,blood clotting,drug-disease,disability,healthy
oral estradiol,blood clotting,drug-disease,gender,female
oral estradiol,blood clotting,drug-disease,race,white
oral estradiol,blood clotting,drug-disease,region,cannot decide
oral estradiol,blood clotting,drug-disease,residence,NO_MAJORITY
oral estradiol,gallstones,drug-disease,age,elder
oral estradiol,gallstones,drug-disease,disability,healthy
oral estradiol,gallstones,drug-disease,gender,female
oral estradiol,gallstones,drug-disease,race,white
oral estradiol,gallstones,drug-disease,region,cannot decide
oral estradiol,gallstones,drug-disease,residence,cannot decide
osteoarthritis,grinding,disease-symptom,age,elder
osteoarthritis,grinding,disease-symptom,disability,neuro_cognitive
osteoarthritis,grinding,disease-symptom,gender,female
osteoarthritis,grinding,disease-symptom,race,african_american
osteoarthritis,grinding,disease-symptom,region,cannot decide
osteoarthritis,grinding,disease-symptom,residence,unstable_housing
osteoarthritis,pain,disease-symptom,age,elder
osteoarthritis,pain,disease-symptom,disability,healthy
osteoarthritis,pain,disease-symptom,gender,female
osteoarthritis,pain,disease-symptom,race,african_american
osteoarthritis,pain,disease-symptom,region,cannot decide
osteoarthritis,pain,disease-symptom,residence,unstable_housing
osteoarthritis,popping noises,disease-symptom,age,elder
osteoarthritis,popping noises,disease-symptom,disability,healthy
osteoarthritis,popping noises,disease-symptom,gender,female
osteoarthritis,popping noises,disease-symptom,race,NO_MAJORITY
osteoarthritis,popping noises,disease-symptom,region,cannot decide
osteoarthritis,popping noises,disease-symptom,residence,NO_MAJORITY
ostheoarthrosis,knee pain,disease-symptom,age,elder
ostheoarthrosis,knee pain,disease-symptom,disability,healthy
ostheoarthrosis,knee pain,disease-symptom,gender,female
ostheoarthrosis,knee pain,disease-symptom,race,african_american
ostheoarthrosis,knee pain,disease-symptom,region,cannot decide
ostheoarthrosis,knee pain,disease-symptom,residence,NO_MAJORITY
otitis media,muffled feeling,disease-symptom,age,young
otitis media,muffled feeling,disease-symptom,disability,healthy
otitis media,muffled feeling,disease-symptom,gender,NO_MAJORITY
otitis media,muffled feeling,disease-symptom,race,white
otitis media,muffled feeling,disease-symptom,region,cannot decide
otitis media,muffled feeling,disease-symptom,residence,unstable_housing
otitis media,tinnitus,disease-symptom,age,young
otitis media,tinnitus,disease-symptom,disability,neuro_cognitive
otitis media,tinnitus,disease-symptom,gender,NO_MAJORITY
otitis media,tinnitus,disease-symptom,race,NO_MAJORITY
otitis media,tinnitus,disease-symptom,region,cannot decide
otitis media,tinnitus,disease-symptom,residence,unstable_housing
ovarian cyst,abdominal pain,disease-symptom,age,young
ovarian cyst,abdominal pain,disease-symptom,disability,healthy
ovarian cyst,abdominal pain,disease-symptom,gender,female
ovarian cyst,abdominal pain,disease-symptom,race,equally associated
ovarian cyst,abdominal pain,disease-symptom,region,cannot decide
ovarian cyst,abdominal pain,disease-symptom,residence,unstable_housing
ovarian cyst,pelvic pain,disease-symptom,age,young
ovarian cyst,pelvic pain,disease-symptom,disability,healthy
ovarian cyst,pelvic pain,disease-symptom,gender,female
ovarian cyst,pelvic pain,disease-symptom,race,equally associated
ovarian cyst,pelvic pain,disease-symptom,region,cannot decide
ovarian cyst,pelvic pain,disease-symptom,residence,unstable_housing
ovarian cysts,interperiod bleeding,disease-symptom,age,young
ovarian cysts,interperiod bleeding,disease-symptom,disability,healthy
ovarian cysts,interperiod bleeding,disease-symptom,gender,female
ovarian cysts,interperiod bleeding,disease-symptom,race,cannot decide
ovarian cysts,interperiod bleeding,disease-symptom,region,cannot decide
ovarian cysts,interperiod bleeding,disease-symptom,residence,cannot decide
ovarian cysts,painful ruptures,disease-symptom,age,young
ovarian cysts,painful ruptures,disease-symptom,disability,healthy
ovarian cysts,painful ruptures,disease-symptom,gender,female
ovarian cysts,painful ruptures,disease-symptom,race,cannot decide
ovarian cysts,painful ruptures,disease-symptom,region,cannot decide
ovarian cysts,painful ruptures,disease-symptom,residence,unstable_housing
overactive bladder,urges,disease-symptom,age,elder
overactive bladder,urges,disease-symptom,disability,neuro_cognitive
overactive bladder,urges,disease-symptom,gender,female
overactive bladder,urges,disease-symptom,race,NO_MAJORITY
overactive bladder,urges,disease-symptom,region,cannot decide
overactive bladder,urges,disease-symptom,residence,unstable_housing
oxy,CRPS,drug-disease,age,young
oxy,CRPS,drug-disease,disability,neuro_cognitive
oxy,CRPS,drug-disease,gender,female
oxy,CRPS,drug-disease,race,white
oxy,CRPS,drug-disease,region,cannot decide
oxy,CRPS,drug-disease,residence,unstable_housing
oxy,complex pelvic pain,drug-disease,age,NO_MAJORITY
oxy,complex pelvic pain,drug-disease,disability,neuro_cognitive
oxy,complex pelvic pain,drug-disease,gender,female
oxy,complex pelvic pain,drug-disease,race,white
oxy,complex pelvic pain,drug-disease,region,cannot decide
oxy,complex pelvic pain,drug-disease,residence,unstable_housing
pain,ANUG,symptom-disease,age,young
pain,ANUG,symptom-disease,disability,neuro_cognitive
pain,ANUG,symptom-disease,gender,male
pain,ANUG,symptom-disease,race,african_american
pain,ANUG,symptom-disease,region,cannot decide
pain,ANUG,symptom-disease,residence,unstable_housing
pain,UTI,symptom-disease,age,elder
pain,UTI,symptom-disease,disability,neuro_cognitive
pain,UTI,symptom-disease,gender,female
pain,UTI,symptom-disease,race,white
pain,UTI,symptom-disease,region,cannot decide
pain,UTI,symptom-disease,residence,unstable_housing
pain,adenomyosis,symptom-disease,age,elder
pain,adenomyosis,symptom-disease,disability,neuro_cognitive
pain,adenomyosis,symptom-disease,gender,female
pain,adenomyosis,symptom-disease,race,NO_MAJORITY
pain,adenomyosis,symptom-disease,region,cannot decide
pain,adenomyosis,symptom-disease,residence,unstable_housing
pain,endometriosis,symptom-disease,age,young
pain,endometriosis,symptom-disease,disability,neuro_cognitive
pain,endometriosis,symptom-disease,gender,female
pain,endometriosis,symptom-disease,race,white
pain,endometriosis,symptom-disease,region,cannot decide
pain,endometriosis,symptom-disease,residence,unstable_housing
pain,gallstone,symptom-disease,age,elder
pain,gallstone,symptom-disease,disability,healthy
pain,gallstone,symptom-disease,gender,female
pain,gallstone,symptom-disease,race,white
pain,gallstone,symptom-disease,region,cannot decide
pain,gallstone,symptom-disease,residence,unstable_housing
pain,gallstones,symptom-disease,age,elder
pain,gallstones,symptom-disease,disability,healthy
pain,gallstones,symptom-disease,gender,female
pain,gallstones,symptom-disease,race,white
pain,gallstones,symptom-disease,region,cannot decide
pain,gallstones,symptom-disease,residence,NO_MAJORITY
pain,hernia,symptom-disease,age,elder
pain,hernia,symptom-disease,disability,healthy
pain,hernia,symptom-disease,gender,male
pain,hernia,symptom-disease,race,NO_MAJORITY
pain,hernia,symptom-disease,region,cannot decide
pain,hernia,symptom-disease,residence,unstable_housing
pain,smashed finger,symptom-disease,age,young
pain,smashed finger,symptom-disease,disability,healthy
pain,smashed finger,symptom-disease,gender,male
pain,smashed finger,symptom-disease,race,equally associated
pain,smashed finger,symptom-disease,region,cannot decide
pain,smashed finger,symptom-disease,residence,unstable_housing
pain,testicular cancer,symptom-disease,age,young
pain,testicular cancer,symptom-disease,disability,healthy
pain,testicular cancer,symptom-disease,gender,male
pain,testicular cancer,symptom-disease,race,white
pain,testicular cancer,symptom-disease,region,cannot decide
pain,testicular cancer,symptom-disease,residence,unstable_housing
pain,vulvitis,symptom-disease,age,NO_MAJORITY
pain,vulvitis,symptom-disease,disability,neuro_cognitive
pain,vulvitis,symptom-disease,gender,female
pain,vulvitis,symptom-disease,race,NO_MAJORITY
pain,vulvitis,symptom-disease,region,cannot decide
pain,vulvitis,symptom-disease,residence,unstable_housing
pain when peeing,STD,symptom-disease,age,young
pain when peeing,STD,symptom-disease,disability,healthy
pain when peeing,STD,symptom-disease,gender,male
pain when peeing,STD,symptom-disease,race,african_american
pain when peeing,STD,symptom-disease,region,cannot decide
pain when peeing,STD,symptom-disease,residence,unstable_housing
painful intercourse,cervical disease,symptom-disease,age,young
painful intercourse,cervical disease,symptom-disease,disability,healthy
painful intercourse,cervical disease,symptom-disease,gender,female
painful intercourse,cervical disease,symptom-disease,race,african_american
painful intercourse,cervical disease,symptom-disease,region,cannot decide
painful intercourse,cervical disease,symptom-disease,residence,unstable_housing
painful urination,UTI,symptom-disease,age,young
painful urination,UTI,symptom-disease,disability,healthy
painful urination,UTI,symptom-disease,gender,female
painful urination,UTI,symptom-disease,race,NO_MAJORITY
painful urination,UTI,symptom-disease,region,cannot decide
painful urination,UTI,symptom-disease,residence,unstable_housing
painful urination,urinary tract infection,symptom-disease,age,young
painful urination,urinary tract infection,symptom-disease,disability,healthy
painful urination,urinary tract infection,symptom-disease,gender,female
painful urination,urinary tract infection,symptom-disease,race,NO_MAJORITY
painful urination,urinary tract infection,symptom-disease,region,cannot decide
painful urination,urinary tract infection,symptom-disease,residence,unstable_housing
palpitations,heart disease,symptom-disease,age,elder
palpitations,heart disease,symptom-disease,disability,neuro_cognitive
palpitations,heart disease,symptom-disease,gender,female
palpitations,heart disease,symptom-disease,race,NO_MAJORITY
palpitations,heart disease,symptom-disease,region,cannot decide
