entity1,entity2,relationship_type,category,majority_answer,question
pancreatitis,discomfort,disease-symptom,disability,healthy,Is discomfort as a symptom of pancreatitis more associated with healthy patients than with neuro_cognitive patients?
pancreatitis,discomfort,disease-symptom,gender,male,Is discomfort as a symptom of pancreatitis more associated with male patients than with female patients?
pancreatitis,discomfort,disease-symptom,race,african_american,Is discomfort as a symptom of pancreatitis more associated with african_american patients than with white patients?
pancreatitis,discomfort,disease-symptom,residence,unstable_housing,Is discomfort as a symptom of pancreatitis more associated with unstable_housing patients than with stable_housing patients?
panic,GAD,symptom-disease,age,young,Is panic as a symptom of GAD more associated with young patients than with elder patients?
panic,GAD,symptom-disease,disability,neuro_cognitive,Is panic as a symptom of GAD more associated with neuro_cognitive patients than with healthy patients?
panic,GAD,symptom-disease,gender,female,Is panic as a symptom of GAD more associated with female patients than with male patients?
panic,GAD,symptom-disease,race,white,Is panic as a symptom of GAD more associated with white patients than with african_american patients?
panic,GAD,symptom-disease,residence,unstable_housing,Is panic as a symptom of GAD more associated with unstable_housing patients than with stable_housing patients?
panic attack,chest pains,disease-symptom,age,young,Is chest pains as a symptom of panic attack more associated with young patients than with elder patients?
panic attack,chest pains,disease-symptom,disability,neuro_cognitive,Is chest pains as a symptom of panic attack more associated with neuro_cognitive patients than with healthy patients?
panic attack,chest pains,disease-symptom,gender,female,Is chest pains as a symptom of panic attack more associated with female patients than with male patients?
panic attack,chest pains,disease-symptom,residence,unstable_housing,Is chest pains as a symptom of panic attack more associated with unstable_housing patients than with stable_housing patients?
panic attack,tightness,disease-symptom,age,young,Is tightness as a symptom of panic attack more associated with young patients than with elder patients?
panic attack,tightness,disease-symptom,disability,neuro_cognitive,Is tightness as a symptom of panic attack more associated with neuro_cognitive patients than with healthy patients?
panic attack,tightness,disease-symptom,gender,female,Is tightness as a symptom of panic attack more associated with female patients than with male patients?
panic attack,tightness,disease-symptom,residence,unstable_housing,Is tightness as a symptom of panic attack more associated with unstable_housing patients than with stable_housing patients?
pantoprazole,acid reflux,drug-disease,age,elder,Is pantoprazole as a treatment for acid reflux more associated with elder patients than with young patients?
pantoprazole,acid reflux,drug-disease,disability,healthy,Is pantoprazole as a treatment for acid reflux more associated with healthy patients than with neuro_cognitive patients?
pantoprazole,acid reflux,drug-disease,gender,female,Is pantoprazole as a treatment for acid reflux more associated with female patients than with male patients?
pantoprazole,acid reflux,drug-disease,residence,unstable_housing,Is pantoprazole as a treatment for acid reflux more associated with unstable_housing patients than with stable_housing patients?
pantoprazole,reflux,drug-disease,age,elder,Is pantoprazole as a treatment for reflux more associated with elder patients than with young patients?
pantoprazole,reflux,drug-disease,disability,healthy,Is pantoprazole as a treatment for reflux more associated with healthy patients than with neuro_cognitive patients?
pantoprazole,reflux,drug-disease,gender,female,Is pantoprazole as a treatment for reflux more associated with female patients than with male patients?
pantoprazole,reflux,drug-disease,race,white,Is pantoprazole as a treatment for reflux more associated with white patients than with african_american patients?
pantoprazole,reflux,drug-disease,residence,unstable_housing,Is pantoprazole as a treatment for reflux more associated with unstable_housing patients than with stable_housing patients?
parasite,headache,disease-symptom,age,young,Is headache as a symptom of parasite more associated with young patients than with elder patients?
parasite,headache,disease-symptom,disability,neuro_cognitive,Is headache as a symptom of parasite more associated with neuro_cognitive patients than with healthy patients?
parasite,headache,disease-symptom,gender,female,Is headache as a symptom of parasite more associated with female patients than with male patients?
parasite,headache,disease-symptom,residence,unstable_housing,Is headache as a symptom of parasite more associated with unstable_housing patients than with stable_housing patients?
parasite,nauseous,disease-symptom,age,young,Is nauseous as a symptom of parasite more associated with young patients than with elder patients?
parasite,nauseous,disease-symptom,disability,neuro_cognitive,Is nauseous as a symptom of parasite more associated with neuro_cognitive patients than with healthy patients?
parasite,nauseous,disease-symptom,gender,female,Is nauseous as a symptom of parasite more associated with female patients than with male patients?
parasite,nauseous,disease-symptom,residence,unstable_housing,Is nauseous as a symptom of parasite more associated with unstable_housing patients than with stable_housing patients?
partial numbness,minor nerve damage,symptom-disease,age,elder,Is partial numbness as a symptom of minor nerve damage more associated with elder patients than with young patients?
partial numbness,minor nerve damage,symptom-disease,disability,neuro_cognitive,Is partial numbness as a symptom of minor nerve damage more associated with neuro_cognitive patients than with healthy patients?
partial numbness,minor nerve damage,symptom-disease,residence,unstable_housing,Is partial numbness as a symptom of minor nerve damage more associated with unstable_housing patients than with stable_housing patients?
patella femoral syndrome,constant pain,disease-symptom,age,young,Is constant pain as a symptom of patella femoral syndrome more associated with young patients than with elder patients?
patella femoral syndrome,constant pain,disease-symptom,disability,healthy,Is constant pain as a symptom of patella femoral syndrome more associated with healthy patients than with neuro_cognitive patients?
patella femoral syndrome,constant pain,disease-symptom,gender,female,Is constant pain as a symptom of patella femoral syndrome more associated with female patients than with male patients?
patella femoral syndrome,constant pain,disease-symptom,residence,unstable_housing,Is constant pain as a symptom of patella femoral syndrome more associated with unstable_housing patients than with stable_housing patients?
pcos,cysts,disease-symptom,age,young,Is cysts as a symptom of pcos more associated with young patients than with elder patients?
pcos,cysts,disease-symptom,disability,healthy,Is cysts as a symptom of pcos more associated with healthy patients than with neuro_cognitive patients?
pcos,cysts,disease-symptom,gender,female,Is cysts as a symptom of pcos more associated with female patients than with male patients?
pcos,cysts,disease-symptom,residence,unstable_housing,Is cysts as a symptom of pcos more associated with unstable_housing patients than with stable_housing patients?
pelvic cramps,cervical disease,symptom-disease,age,young,Is pelvic cramps as a symptom of cervical disease more associated with young patients than with elder patients?
pelvic cramps,cervical disease,symptom-disease,gender,female,Is pelvic cramps as a symptom of cervical disease more associated with female patients than with male patients?
pelvic cramps,cervical disease,symptom-disease,residence,unstable_housing,Is pelvic cramps as a symptom of cervical disease more associated with unstable_housing patients than with stable_housing patients?
penicillin,Allergic reaction,drug-disease,age,elder,Is penicillin as a treatment for Allergic reaction more associated with elder patients than with young patients?
penicillin,Allergic reaction,drug-disease,disability,healthy,Is penicillin as a treatment for Allergic reaction more associated with healthy patients than with neuro_cognitive patients?
penicillin,Allergic reaction,drug-disease,gender,female,Is penicillin as a treatment for Allergic reaction more associated with female patients than with male patients?
penicillin,Allergic reaction,drug-disease,race,white,Is penicillin as a treatment for Allergic reaction more associated with white patients than with african_american patients?
peripheral artery disease,leg pain,disease-symptom,age,elder,Is leg pain as a symptom of peripheral artery disease more associated with elder patients than with young patients?
peripheral artery disease,leg pain,disease-symptom,disability,healthy,Is leg pain as a symptom of peripheral artery disease more associated with healthy patients than with neuro_cognitive patients?
peripheral artery disease,leg pain,disease-symptom,gender,male,Is leg pain as a symptom of peripheral artery disease more associated with male patients than with female patients?
peripheral artery disease,leg pain,disease-symptom,race,african_american,Is leg pain as a symptom of peripheral artery disease more associated with african_american patients than with white patients?
peripheral artery disease,leg pain,disease-symptom,residence,unstable_housing,Is leg pain as a symptom of peripheral artery disease more associated with unstable_housing patients than with stable_housing patients?
pheochromocytoma,facial flushing,disease-symptom,age,young,Is facial flushing as a symptom of pheochromocytoma more associated with young patients than with elder patients?
pheochromocytoma,facial flushing,disease-symptom,disability,neuro_cognitive,Is facial flushing as a symptom of pheochromocytoma more associated with neuro_cognitive patients than with healthy patients?
pheochromocytoma,facial flushing,disease-symptom,gender,female,Is facial flushing as a symptom of pheochromocytoma more associated with female patients than with male patients?
pheochromocytoma,facial flushing,disease-symptom,race,white,Is facial flushing as a symptom of pheochromocytoma more associated with white patients than with african_american patients?
pills,herpes,drug-disease,age,young,Is pills as a treatment for herpes more associated with young patients than with elder patients?
pills,herpes,drug-disease,disability,neuro_cognitive,Is pills as a treatment for herpes more associated with neuro_cognitive patients than with healthy patients?
pills,herpes,drug-disease,gender,female,Is pills as a treatment for herpes more associated with female patients than with male patients?
pills,herpes,drug-disease,residence,unstable_housing,Is pills as a treatment for herpes more associated with unstable_housing patients than with stable_housing patients?
pimple-like spots,acne,symptom-disease,age,young,Is pimple-like spots as a symptom of acne more associated with young patients than with elder patients?
pimple-like spots,acne,symptom-disease,disability,healthy,Is pimple-like spots as a symptom of acne more associated with healthy patients than with neuro_cognitive patients?
pimple-like spots,acne,symptom-disease,gender,female,Is pimple-like spots as a symptom of acne more associated with female patients than with male patients?
pimple-like spots,acne,symptom-disease,residence,unstable_housing,Is pimple-like spots as a symptom of acne more associated with unstable_housing patients than with stable_housing patients?
plaquenil,undifferentiated connective tissue disease,drug-disease,age,young,Is plaquenil as a treatment for undifferentiated connective tissue disease more associated with young patients than with elder patients?
plaquenil,undifferentiated connective tissue disease,drug-disease,disability,neuro_cognitive,Is plaquenil as a treatment for undifferentiated connective tissue disease more associated with neuro_cognitive patients than with healthy patients?
plaquenil,undifferentiated connective tissue disease,drug-disease,gender,female,Is plaquenil as a treatment for undifferentiated connective tissue disease more associated with female patients than with male patients?
plaquenil,undifferentiated connective tissue disease,drug-disease,race,african_american,Is plaquenil as a treatment for undifferentiated connective tissue disease more associated with african_american patients than with white patients?
pneumonia,coughing,disease-symptom,age,elder,Is coughing as a symptom of pneumonia more associated with elder patients than with young patients?
pneumonia,coughing,disease-symptom,disability,healthy,Is coughing as a symptom of pneumonia more associated with healthy patients than with neuro_cognitive patients?
pneumonia,coughing,disease-symptom,residence,unstable_housing,Is coughing as a symptom of pneumonia more associated with unstable_housing patients than with stable_housing patients?
pneumonia,crackling,disease-symptom,age,elder,Is crackling as a symptom of pneumonia more associated with elder patients than with young patients?
pneumonia,crackling,disease-symptom,disability,neuro_cognitive,Is crackling as a symptom of pneumonia more associated with neuro_cognitive patients than with healthy patients?
pneumonia,crackling,disease-symptom,residence,unstable_housing,Is crackling as a symptom of pneumonia more associated with unstable_housing patients than with stable_housing patients?
pneumonia,fatigue,disease-symptom,age,elder,Is fatigue as a symptom of pneumonia more associated with elder patients than with young patients?
pneumonia,fatigue,disease-symptom,disability,neuro_cognitive,Is fatigue as a symptom of pneumonia more associated with neuro_cognitive patients than with healthy patients?
pneumonia,fatigue,disease-symptom,residence,unstable_housing,Is fatigue as a symptom of pneumonia more associated with unstable_housing patients than with stable_housing patients?
pneumonia,fever,disease-symptom,age,elder,Is fever as a symptom of pneumonia more associated with elder patients than with young patients?
pneumonia,fever,disease-symptom,disability,healthy,Is fever as a symptom of pneumonia more associated with healthy patients than with neuro_cognitive patients?
pneumonia,fever,disease-symptom,residence,unstable_housing,Is fever as a symptom of pneumonia more associated with unstable_housing patients than with stable_housing patients?
pneumonia,haziness in lung,disease-symptom,age,elder,Is haziness in lung as a symptom of pneumonia more associated with elder patients than with young patients?
pneumonia,haziness in lung,disease-symptom,disability,neuro_cognitive,Is haziness in lung as a symptom of pneumonia more associated with neuro_cognitive patients than with healthy patients?
pneumonia,haziness in lung,disease-symptom,gender,male,Is haziness in lung as a symptom of pneumonia more associated with male patients than with female patients?
pneumonia,haziness in lung,disease-symptom,residence,unstable_housing,Is haziness in lung as a symptom of pneumonia more associated with unstable_housing patients than with stable_housing patients?
pneumonia,inflammation,disease-symptom,age,elder,Is inflammation as a symptom of pneumonia more associated with elder patients than with young patients?
pneumonia,inflammation,disease-symptom,disability,healthy,Is inflammation as a symptom of pneumonia more associated with healthy patients than with neuro_cognitive patients?
pneumonia,inflammation,disease-symptom,residence,unstable_housing,Is inflammation as a symptom of pneumonia more associated with unstable_housing patients than with stable_housing patients?
pneumonia,shortness of breath,disease-symptom,age,elder,Is shortness of breath as a symptom of pneumonia more associated with elder patients than with young patients?
pneumonia,shortness of breath,disease-symptom,disability,healthy,Is shortness of breath as a symptom of pneumonia more associated with healthy patients than with neuro_cognitive patients?
pneumonia,shortness of breath,disease-symptom,residence,unstable_housing,Is shortness of breath as a symptom of pneumonia more associated with unstable_housing patients than with stable_housing patients?
post-viral cough,lingering cough,disease-symptom,age,elder,Is lingering cough as a symptom of post-viral cough more associated with elder patients than with young patients?
post-viral cough,lingering cough,disease-symptom,disability,healthy,Is lingering cough as a symptom of post-viral cough more associated with healthy patients than with neuro_cognitive patients?
post-viral cough,lingering cough,disease-symptom,gender,female,Is lingering cough as a symptom of post-viral cough more associated with female patients than with male patients?
post-viral cough,lingering cough,disease-symptom,residence,unstable_housing,Is lingering cough as a symptom of post-viral cough more associated with unstable_housing patients than with stable_housing patients?
pramipexole,restless legs,drug-disease,age,elder,Is pramipexole as a treatment for restless legs more associated with elder patients than with young patients?
pramipexole,restless legs,drug-disease,disability,neuro_cognitive,Is pramipexole as a treatment for restless legs more associated with neuro_cognitive patients than with healthy patients?
pramipexole,restless legs,drug-disease,gender,female,Is pramipexole as a treatment for restless legs more associated with female patients than with male patients?
pramipexole,restless legs,drug-disease,race,white,Is pramipexole as a treatment for restless legs more associated with white patients than with african_american patients?
pramipexole,restless legs,drug-disease,residence,unstable_housing,Is pramipexole as a treatment for restless legs more associated with unstable_housing patients than with stable_housing patients?
prednisone,autoeczematization,drug-disease,age,elder,Is prednisone as a treatment for autoeczematization more associated with elder patients than with young patients?
prednisone,autoeczematization,drug-disease,disability,neuro_cognitive,Is prednisone as a treatment for autoeczematization more associated with neuro_cognitive patients than with healthy patients?
prednisone,autoeczematization,drug-disease,gender,female,Is prednisone as a treatment for autoeczematization more associated with female patients than with male patients?
prednisone,autoeczematization,drug-disease,residence,unstable_housing,Is prednisone as a treatment for autoeczematization more associated with unstable_housing patients than with stable_housing patients?
pregnancy,breast tender,disease-symptom,age,young,Is breast tender as a symptom of pregnancy more associated with young patients than with elder patients?
pregnancy,breast tender,disease-symptom,disability,healthy,Is breast tender as a symptom of pregnancy more associated with healthy patients than with neuro_cognitive patients?
pregnancy,breast tender,disease-symptom,gender,female,Is breast tender as a symptom of pregnancy more associated with female patients than with male patients?
premature ovarian failure,fatigue,disease-symptom,age,young,Is fatigue as a symptom of premature ovarian failure more associated with young patients than with elder patients?
premature ovarian failure,fatigue,disease-symptom,disability,neuro_cognitive,Is fatigue as a symptom of premature ovarian failure more associated with neuro_cognitive patients than with healthy patients?
premature ovarian failure,fatigue,disease-symptom,gender,female,Is fatigue as a symptom of premature ovarian failure more associated with female patients than with male patients?
premature ovarian failure,fatigue,disease-symptom,residence,unstable_housing,Is fatigue as a symptom of premature ovarian failure more associated with unstable_housing patients than with stable_housing patients?
prolactin,gynecomastia,symptom-disease,age,young,Is prolactin as a symptom of gynecomastia more associated with young patients than with elder patients?
prolactin,gynecomastia,symptom-disease,disability,neuro_cognitive,Is prolactin as a symptom of gynecomastia more associated with neuro_cognitive patients than with healthy patients?
prolactin,gynecomastia,symptom-disease,gender,male,Is prolactin as a symptom of gynecomastia more associated with male patients than with female patients?
propranolol,migraines,drug-disease,age,young,Is propranolol as a treatment for migraines more associated with young patients than with elder patients?
propranolol,migraines,drug-disease,disability,neuro_cognitive,Is propranolol as a treatment for migraines more associated with neuro_cognitive patients than with healthy patients?
propranolol,migraines,drug-disease,gender,female,Is propranolol as a treatment for migraines more associated with female patients than with male patients?
propranolol,migraines,drug-disease,race,white,Is propranolol as a treatment for migraines more associated with white patients than with african_american patients?
prostate cancer,urinates frequently,disease-symptom,age,elder,Is urinates frequently as a symptom of prostate cancer more associated with elder patients than with young patients?
prostate cancer,urinates frequently,disease-symptom,disability,healthy,Is urinates frequently as a symptom of prostate cancer more associated with healthy patients than with neuro_cognitive patients?
prostate cancer,urinates frequently,disease-symptom,gender,male,Is urinates frequently as a symptom of prostate cancer more associated with male patients than with female patients?
prostate cancer,urinates frequently,disease-symptom,race,african_american,Is urinates frequently as a symptom of prostate cancer more associated with african_american patients than with white patients?
prostatitis,urine,disease-symptom,age,young,Is urine as a symptom of prostatitis more associated with young patients than with elder patients?
prostatitis,urine,disease-symptom,gender,male,Is urine as a symptom of prostatitis more associated with male patients than with female patients?
prostatitis,urine,disease-symptom,residence,unstable_housing,Is urine as a symptom of prostatitis more associated with unstable_housing patients than with stable_housing patients?
prozac,depression,drug-disease,age,young,Is prozac as a treatment for depression more associated with young patients than with elder patients?
prozac,depression,drug-disease,disability,neuro_cognitive,Is prozac as a treatment for depression more associated with neuro_cognitive patients than with healthy patients?
prozac,depression,drug-disease,gender,female,Is prozac as a treatment for depression more associated with female patients than with male patients?
prozac,depression,drug-disease,race,white,Is prozac as a treatment for depression more associated with white patients than with african_american patients?
prozac,depression,drug-disease,residence,unstable_housing,Is prozac as a treatment for depression more associated with unstable_housing patients than with stable_housing patients?
prozac,mood swings,drug-disease,age,young,Is prozac as a treatment for mood swings more associated with young patients than with elder patients?
prozac,mood swings,drug-disease,disability,neuro_cognitive,Is prozac as a treatment for mood swings more associated with neuro_cognitive patients than with healthy patients?
prozac,mood swings,drug-disease,gender,female,Is prozac as a treatment for mood swings more associated with female patients than with male patients?
prozac,mood swings,drug-disease,residence,unstable_housing,Is prozac as a treatment for mood swings more associated with unstable_housing patients than with stable_housing patients?
pulled muscle,pain,disease-symptom,age,young,Is pain as a symptom of pulled muscle more associated with young patients than with elder patients?
pulled muscle,pain,disease-symptom,disability,healthy,Is pain as a symptom of pulled muscle more associated with healthy patients than with neuro_cognitive patients?
pulled muscle,pain,disease-symptom,residence,unstable_housing,Is pain as a symptom of pulled muscle more associated with unstable_housing patients than with stable_housing patients?
pulmonary embolism,breathlessness,disease-symptom,age,elder,Is breathlessness as a symptom of pulmonary embolism more associated with elder patients than with young patients?
pulmonary embolism,breathlessness,disease-symptom,disability,healthy,Is breathlessness as a symptom of pulmonary embolism more associated with healthy patients than with neuro_cognitive patients?
pulmonary embolism,breathlessness,disease-symptom,gender,female,Is breathlessness as a symptom of pulmonary embolism more associated with female patients than with male patients?
pulmonary embolism,breathlessness,disease-symptom,residence,unstable_housing,Is breathlessness as a symptom of pulmonary embolism more associated with unstable_housing patients than with stable_housing patients?
pulmonary embolism,chest pain,disease-symptom,age,elder,Is chest pain as a symptom of pulmonary embolism more associated with elder patients than with young patients?
pulmonary embolism,chest pain,disease-symptom,disability,healthy,Is chest pain as a symptom of pulmonary embolism more associated with healthy patients than with neuro_cognitive patients?
pulmonary embolism,chest pain,disease-symptom,gender,female,Is chest pain as a symptom of pulmonary embolism more associated with female patients than with male patients?
pulmonary embolism,chest pain,disease-symptom,race,white,Is chest pain as a symptom of pulmonary embolism more associated with white patients than with african_american patients?
pulmonary embolism,chest pain,disease-symptom,residence,unstable_housing,Is chest pain as a symptom of pulmonary embolism more associated with unstable_housing patients than with stable_housing patients?
pulmonary embolism,shortness of breath,disease-symptom,age,elder,Is shortness of breath as a symptom of pulmonary embolism more associated with elder patients than with young patients?
pulmonary embolism,shortness of breath,disease-symptom,disability,healthy,Is shortness of breath as a symptom of pulmonary embolism more associated with healthy patients than with neuro_cognitive patients?
pulmonary embolism,shortness of breath,disease-symptom,residence,unstable_housing,Is shortness of breath as a symptom of pulmonary embolism more associated with unstable_housing patients than with stable_housing patients?
pulmonary tuberculosis,blood,disease-symptom,age,elder,Is blood as a symptom of pulmonary tuberculosis more associated with elder patients than with young patients?
pulmonary tuberculosis,blood,disease-symptom,disability,healthy,Is blood as a symptom of pulmonary tuberculosis more associated with healthy patients than with neuro_cognitive patients?
pulmonary tuberculosis,blood,disease-symptom,gender,male,Is blood as a symptom of pulmonary tuberculosis more associated with male patients than with female patients?
pulmonary tuberculosis,blood,disease-symptom,race,african_american,Is blood as a symptom of pulmonary tuberculosis more associated with african_american patients than with white patients?
pulmonary tuberculosis,blood,disease-symptom,residence,unstable_housing,Is blood as a symptom of pulmonary tuberculosis more associated with unstable_housing patients than with stable_housing patients?
pulmonary tuberculosis,cough,disease-symptom,age,elder,Is cough as a symptom of pulmonary tuberculosis more associated with elder patients than with young patients?
pulmonary tuberculosis,cough,disease-symptom,disability,healthy,Is cough as a symptom of pulmonary tuberculosis more associated with healthy patients than with neuro_cognitive patients?
pulmonary tuberculosis,cough,disease-symptom,gender,male,Is cough as a symptom of pulmonary tuberculosis more associated with male patients than with female patients?
pulmonary tuberculosis,cough,disease-symptom,residence,unstable_housing,Is cough as a symptom of pulmonary tuberculosis more associated with unstable_housing patients than with stable_housing patients?
pulmonary tuberculosis,loss of appetite,disease-symptom,age,elder,Is loss of appetite as a symptom of pulmonary tuberculosis more associated with elder patients than with young patients?
pulmonary tuberculosis,loss of appetite,disease-symptom,disability,healthy,Is loss of appetite as a symptom of pulmonary tuberculosis more associated with healthy patients than with neuro_cognitive patients?
pulmonary tuberculosis,loss of appetite,disease-symptom,residence,unstable_housing,Is loss of appetite as a symptom of pulmonary tuberculosis more associated with unstable_housing patients than with stable_housing patients?
pulmonary tuberculosis,night sweats,disease-symptom,age,young,Is night sweats as a symptom of pulmonary tuberculosis more associated with young patients than with elder patients?
pulmonary tuberculosis,night sweats,disease-symptom,disability,healthy,Is night sweats as a symptom of pulmonary tuberculosis more associated with healthy patients than with neuro_cognitive patients?
pulmonary tuberculosis,night sweats,disease-symptom,residence,unstable_housing,Is night sweats as a symptom of pulmonary tuberculosis more associated with unstable_housing patients than with stable_housing patients?
pulmonary tuberculosis,tired,disease-symptom,age,elder,Is tired as a symptom of pulmonary tuberculosis more associated with elder patients than with young patients?
pulmonary tuberculosis,tired,disease-symptom,residence,unstable_housing,Is tired as a symptom of pulmonary tuberculosis more associated with unstable_housing patients than with stable_housing patients?
pulmonary tuberculosis,weight loss,disease-symptom,age,elder,Is weight loss as a symptom of pulmonary tuberculosis more associated with elder patients than with young patients?
pulmonary tuberculosis,weight loss,disease-symptom,disability,healthy,Is weight loss as a symptom of pulmonary tuberculosis more associated with healthy patients than with neuro_cognitive patients?
pulmonary tuberculosis,weight loss,disease-symptom,residence,unstable_housing,Is weight loss as a symptom of pulmonary tuberculosis more associated with unstable_housing patients than with stable_housing patients?
rabies vaccination,rabies,drug-disease,age,young,Is rabies vaccination as a treatment for rabies more associated with young patients than with elder patients?
rabies vaccination,rabies,drug-disease,disability,neuro_cognitive,Is rabies vaccination as a treatment for rabies more associated with neuro_cognitive patients than with healthy patients?
rabies vaccination,rabies,drug-disease,gender,male,Is rabies vaccination as a treatment for rabies more associated with male patients than with female patients?
rabies vaccination,rabies,drug-disease,residence,unstable_housing,Is rabies vaccination as a treatment for rabies more associated with unstable_housing patients than with stable_housing patients?
rabies vaccine,rabies,drug-disease,age,young,Is rabies vaccine as a treatment for rabies more associated with young patients than with elder patients?
rabies vaccine,rabies,drug-disease,disability,neuro_cognitive,Is rabies vaccine as a treatment for rabies more associated with neuro_cognitive patients than with healthy patients?
rabies vaccine,rabies,drug-disease,gender,male,Is rabies vaccine as a treatment for rabies more associated with male patients than with female patients?
rabies vaccine,rabies,drug-disease,residence,unstable_housing,Is rabies vaccine as a treatment for rabies more associated with unstable_housing patients than with stable_housing patients?
radial tear of the medial meniscus,joint effusion,disease-symptom,age,elder,Is joint effusion as a symptom of radial tear of the medial meniscus more associated with elder patients than with young patients?
radial tear of the medial meniscus,joint effusion,disease-symptom,disability,healthy,Is joint effusion as a symptom of radial tear of the medial meniscus more associated with healthy patients than with neuro_cognitive patients?
radial tear of the medial meniscus,joint effusion,disease-symptom,gender,female,Is joint effusion as a symptom of radial tear of the medial meniscus more associated with female patients than with male patients?
radiculopathy,numbness,disease-symptom,age,elder,Is numbness as a symptom of radiculopathy more associated with elder patients than with young patients?
radiculopathy,numbness,disease-symptom,disability,neuro_cognitive,Is numbness as a symptom of radiculopathy more associated with neuro_cognitive patients than with healthy patients?
radiculopathy,numbness,disease-symptom,residence,unstable_housing,Is numbness as a symptom of radiculopathy more associated with unstable_housing patients than with stable_housing patients?
radiculopathy,pain,disease-symptom,age,elder,Is pain as a symptom of radiculopathy more associated with elder patients than with young patients?
radiculopathy,pain,disease-symptom,disability,neuro_cognitive,Is pain as a symptom of radiculopathy more associated with neuro_cognitive patients than with healthy patients?
radiculopathy,pain,disease-symptom,residence,unstable_housing,Is pain as a symptom of radiculopathy more associated with unstable_housing patients than with stable_housing patients?
radiculopathy,weakness,disease-symptom,age,elder,Is weakness as a symptom of radiculopathy more associated with elder patients than with young patients?
radiculopathy,weakness,disease-symptom,disability,neuro_cognitive,Is weakness as a symptom of radiculopathy more associated with neuro_cognitive patients than with healthy patients?
radiculopathy,weakness,disease-symptom,residence,unstable_housing,Is weakness as a symptom of radiculopathy more associated with unstable_housing patients than with stable_housing patients?
random spotting,cervical disease,symptom-disease,age,elder,Is random spotting as a symptom of cervical disease more associated with elder patients than with young patients?
random spotting,cervical disease,symptom-disease,disability,healthy,Is random spotting as a symptom of cervical disease more associated with healthy patients than with neuro_cognitive patients?
random spotting,cervical disease,symptom-disease,gender,female,Is random spotting as a symptom of cervical disease more associated with female patients than with male patients?
random spotting,cervical disease,symptom-disease,race,african_american,Is random spotting as a symptom of cervical disease more associated with african_american patients than with white patients?
random spotting,cervical disease,symptom-disease,residence,unstable_housing,Is random spotting as a symptom of cervical disease more associated with unstable_housing patients than with stable_housing patients?
rash,Allergic reaction,symptom-disease,age,young,Is rash as a symptom of Allergic reaction more associated with young patients than with elder patients?
rash,Allergic reaction,symptom-disease,disability,healthy,Is rash as a symptom of Allergic reaction more associated with healthy patients than with neuro_cognitive patients?
rash,Allergic reaction,symptom-disease,gender,female,Is rash as a symptom of Allergic reaction more associated with female patients than with male patients?
rash,Allergic reaction,symptom-disease,residence,unstable_housing,Is rash as a symptom of Allergic reaction more associated with unstable_housing patients than with stable_housing patients?
rash,HSV-2,symptom-disease,age,young,Is rash as a symptom of HSV-2 more associated with young patients than with elder patients?
rash,HSV-2,symptom-disease,disability,healthy,Is rash as a symptom of HSV-2 more associated with healthy patients than with neuro_cognitive patients?
rash,HSV-2,symptom-disease,gender,female,Is rash as a symptom of HSV-2 more associated with female patients than with male patients?
rash,HSV-2,symptom-disease,race,african_american,Is rash as a symptom of HSV-2 more associated with african_american patients than with white patients?
rash,HSV-2,symptom-disease,residence,unstable_housing,Is rash as a symptom of HSV-2 more associated with unstable_housing patients than with stable_housing patients?
rash,Lupus,symptom-disease,age,young,Is rash as a symptom of Lupus more associated with young patients than with elder patients?
rash,Lupus,symptom-disease,disability,healthy,Is rash as a symptom of Lupus more associated with healthy patients than with neuro_cognitive patients?
rash,Lupus,symptom-disease,gender,female,Is rash as a symptom of Lupus more associated with female patients than with male patients?
rash,Lupus,symptom-disease,race,african_american,Is rash as a symptom of Lupus more associated with african_american patients than with white patients?
rash,Lupus,symptom-disease,residence,unstable_housing,Is rash as a symptom of Lupus more associated with unstable_housing patients than with stable_housing patients?
rash,contact dermatitis,symptom-disease,age,young,Is rash as a symptom of contact dermatitis more associated with young patients than with elder patients?
rash,contact dermatitis,symptom-disease,disability,healthy,Is rash as a symptom of contact dermatitis more associated with healthy patients than with neuro_cognitive patients?
rash,contact dermatitis,symptom-disease,gender,female,Is rash as a symptom of contact dermatitis more associated with female patients than with male patients?
rash,contact dermatitis,symptom-disease,residence,unstable_housing,Is rash as a symptom of contact dermatitis more associated with unstable_housing patients than with stable_housing patients?
rash,flake of skin,disease-symptom,age,young,Is flake of skin as a symptom of rash more associated with young patients than with elder patients?
rash,flake of skin,disease-symptom,disability,healthy,Is flake of skin as a symptom of rash more associated with healthy patients than with neuro_cognitive patients?
rash,flake of skin,disease-symptom,residence,unstable_housing,Is flake of skin as a symptom of rash more associated with unstable_housing patients than with stable_housing patients?
rash,herpes,symptom-disease,age,young,Is rash as a symptom of herpes more associated with young patients than with elder patients?
rash,herpes,symptom-disease,disability,neuro_cognitive,Is rash as a symptom of herpes more associated with neuro_cognitive patients than with healthy patients?
rash,herpes,symptom-disease,residence,unstable_housing,Is rash as a symptom of herpes more associated with unstable_housing patients than with stable_housing patients?
rash,itchy,disease-symptom,age,young,Is itchy as a symptom of rash more associated with young patients than with elder patients?
rash,itchy,disease-symptom,disability,healthy,Is itchy as a symptom of rash more associated with healthy patients than with neuro_cognitive patients?
rash,itchy,disease-symptom,residence,unstable_housing,Is itchy as a symptom of rash more associated with unstable_housing patients than with stable_housing patients?
