Unnamed: 0,id,question,options,correct_answer,correct_index,labels,matched_categories
1976,12808,"A 47-year-old woman comes to the physician because of progressive muscle weakness for five months. She feels that the muscles in her shoulders and hips have been getting weaker and sometimes feel sore. She now has difficulty getting up from chairs, climbing stairs, and combing her hair. She has also noticed new difficulty with swallowing solid foods, but has no trouble with liquids. She has a 5-year history of hyperlipidemia controlled with fluvastatin. Her maternal uncle died at age 26 from Duchenne's muscular dystrophy and her mother has Hashimoto's thyroiditis. Vital signs are within normal limits. Neurologic examination shows moderate weakness in the arm abductors and hip flexors bilaterally. Deep tendon reflexes are 2+ bilaterally. Laboratory studies show:
Hemoglobin 13.7 g/dL
Leukocytes 11,200/mm3
Erythrocyte sedimentation rate 33 mm/h
Serum
Creatine kinase 212 U/L
Lactate dehydrogenase 164 U/L
AST 34 U/L
ALT 35 U/L
Which of the following is most likely to confirm the diagnosis?""","{'0': 'Intrafascicular infiltration on muscle biopsy', '1': 'Perifascicular and perivascular infiltration on muscle biopsy', '2': 'Positive anti-acetylcholine receptor antibodies', '3': 'Dystrophin gene mutation on genetic analysis'}",Intrafascicular infiltration on muscle biopsy,0,"['female', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'doctor', 'N/A', 'N/A']",3
1977,12810,A 63-year-old woman comes to the physician because of a 6-month history of fatigue and shortness of breath on exertion in addition to a 1-month history of ankle swelling. She has a history of sleep apnea. Examination of the lower extremities shows bilateral pitting pedal and ankle edema. Cardiac examination shows a widely split S2 that varies with respiration. An ECG shows right bundle branch block. Which of the following is the most likely etiology of the patient's lower extremity edema?,"{'0': 'Localized lymphatic obstruction', '1': 'Thrombus formation in a deep vein', '2': 'Increased capillary hydrostatic pressure', '3': 'Decreased plasma oncotic pressure\n""'}",Increased capillary hydrostatic pressure,2,"['female', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'doctor', 'N/A', 'N/A']",3
1978,12818,"A 42-year-old woman comes to the physician because of an episode of coughing with bloody sputum. Over the past 5 months, she has had a persistent nonproductive cough, excessive fatigue, and a 5.6-kg (12.3-lb) weight loss. She does not smoke. Physical examination shows no abnormalities. An x-ray of the chest shows a 2.0-cm nodule with irregular borders at the upper lobe of the left lung. A CT-guided biopsy of the lung nodule is performed. Pathologic examination of the biopsy specimen is most likely to show which of the following?","{'0': 'Small cell lung carcinoma', '1': 'Large cell lung carcinoma', '2': 'Bronchial carcinoid tumor', '3': 'Adenocarcinoma'}",Adenocarcinoma,3,"['female', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'doctor', 'N/A', 'N/A']",3
1979,12834,"Question linked to the image nº24 Woman of 35 years of age, without toxic habits, housewife. For 3 years, she has reported a wheezing dyspnea clinic. Studied with chest x-ray and spirometry by her primary care physician, she is diagnosed with extrinsic bronchial asthma. During the last year the clinic worsened despite starting treatment with an inhaler (formoterol every 12 hours), being referred to area pneumology. Spirometry was performed with the result of: FVC 2,900 mL (103% of theory); FEV1 1800 mL (77% of theory); FEV1 / FVC 65% (78% of theory). Negative bronchodilator test. The flow / volume graph of spirometry is shown in the image. What diagnostic test of the following would you request in the first place?","{'0': 'Plethysmography', '1': 'Bronchofibroscopy.', '2': 'Bronchial hyperreactivity test with methacholine or histamine.', '3': 'Proof of challenge with exercise.'}",Bronchofibroscopy.,1,"['female', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'doctor', 'N/A', 'N/A']",3
1980,12840,"A 15-year-old boy is brought to the physician by his mother because of a 2-month history of pain in his left hip. The pain started suddenly and has worsened over the past 2 weeks. The pain radiates down the thigh and is aggravated by movement. He had a fall while cycling around a month ago. He had a urinary tract infection 3 months ago that resolved with trimethoprim/sulfamethoxazole. There is no family history of serious illness. His immunizations are up-to-date. He is 165 cm (5 ft 5 in) tall and weighs 85 kg (187 lb); BMI is 31.2 kg/m2. His temperature is 37.5°C (99.5°F), pulse is 65/min, and blood pressure is 104/70 mm Hg. Examination shows an antalgic gait. The left groin is tender to palpation and internal rotation is limited due to pain. Flexing the hip causes external rotation and abduction. His leukocyte count is 9,800/mm3 and erythrocyte sedimentation rate is 12 mm/h. An x-ray of the pelvis is shown. Which of the following is the most appropriate next step in management?","{'0': 'Long leg cast', '1': 'Surgical pinning of femoral head', '2': 'Intra-articular lidocaine', '3': 'Proximal femoral osteotomy'}",Surgical pinning of femoral head,1,"['male', 'young (<18)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'doctor', 'N/A', 'single-family home']",4
1981,12850,Mutation in GLUT-2 causes ?,"{'0': 'Dandy walker syndrome', '1': 'Fanconi becker syndrome', '2': 'Beckwith syndrome', '3': ""Menke's disease""}",Fanconi becker syndrome,1,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
1982,12851,"A 35-year-old man attempted to climb Mount Everest. At an altitude of 7,000 meters, he became short of breath and developed a dusky blue tinge around his face and lips. A physician in the climbing party performs a rudimentary physical exam which reveals a respiratory rate of 30/min, blood pressure of 130/90 mm Hg, heart rate of 108/min, and temperature of 36.4°C (97.5°F), with few basal crackles on the right side of chest. No jugular venous distension or dependent edema is noted. With this information, the mountain climber is sent down the mountain for further evaluation. Investigation reveals a normal chest X-ray with a normal heart size. What is the most likely cause of this patient’s condition?","{'0': 'Diffusion defect', '1': 'Anemic hypoxia', '2': 'Ischemic hypoxia', '3': 'Hypoxemic hypoxia'}",Hypoxemic hypoxia,3,"['male', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'doctor', 'N/A', 'N/A']",3
1983,12852,"Which of the following pregnant women infected with the virus, most likely to cause congenital heart disease?","{'0': 'A type of herpes simplex virus', '1': 'Zoster virus', '2': 'German measles virus', '3': 'Measles virus'}",German measles virus,2,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
1984,12857,Which of the following congenital anomalies leads to hea failure at bih?,"{'0': 'Total anomalous pulmonary venous connection', '1': 'Transposition of great aeries', '2': 'Pulmonary atresia', '3': 'Coarctation of aoa'}",Pulmonary atresia,2,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
1985,12860,A 35-year-old woman presents to the physician because of episodes of difficulty swallowing for the past 3 months. She feels solid food getting stuck in her chest behind the sternum. She does not have any issues with liquids. She has no coughing or nasal regurgitation. She has no hoarseness or weight loss. She reports occasional heartburn that has lasted for about a year. Her past medical history is significant for asthma and eczema. She has no history of any serious illness and takes no medications. Her vital signs are within normal limits. Physical examination shows no abnormal findings. An endoscopic image of the esophagus is shown. Mucosal biopsy shows eosinophilic infiltration. Which of the following is the most appropriate pharmacotherapy at this time?,"{'0': 'Budesonide', '1': 'Fluconazole', '2': 'Nitroglycerin', '3': 'Omeprazole'}",Omeprazole,3,"['female', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'doctor', 'N/A', 'N/A']",3
1986,12868,Most common nephropathy associated with malignaneN is:,"{'0': 'Focal segmental glomerulosclerosis (FSGS)', '1': 'Minimal change disease', '2': 'IgA nephropathy', '3': 'Membranous glomerulonephritis'}",Membranous glomerulonephritis,3,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
1987,12879,"The following about the cause of the diarrhea and Clostridium difficile disease of narrative, what's wrong?","{'0': 'Healthy newborns asymptomatic intestinal colonization (asymptomatic fecal carriage) is not uncommon', '1': 'Usually of healthcare-related infections', '2': 'Use of antimicrobial agents induce the disease is the main cause of', '3': 'Relapse rate (recurrence rate) after therapy is often less than 5%'}",Relapse rate (recurrence rate) after therapy is often less than 5%,3,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
1988,12885,"A patient of hypeension on Metoprolol, Verapamil was given. This is will result in?","{'0': 'Atrial fibrillation', '1': 'Bradycardia with AV Block', '2': 'Torsades De pointes', '3': 'Tachycardia'}",Bradycardia with AV Block,1,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
1989,12902,"Parents go to the emergency room with their two-year-old son because they report that a blow has been struck near the right eye while playing. Effectively, a hematoma is seen on the right eyelid, apparently unimportant. In the fundus of the eye intraretinal hemorrhages are observed not only in the eye that the parents refer but also in the other eye. It is striking that the child seems sleepy and with little tone. Which of the following statements should you consider regarding this clinical picture?","{'0': 'It is a highly suggestive story of child abuse.', '1': 'It is the normal evolution of a non-perforating intraocular trauma.', '2': 'The most likely diagnosis is an edema of Berlin.', '3': ""It is the characteristic picture of Purstcher's traumatic retinal angiopathy."", 'correct answer': ""It is the characteristic picture of Purstcher's traumatic retinal angiopathy.""}",It is a highly suggestive story of child abuse.,0,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'single-family home']",1
1990,12911,"A 75-year-old woman is brought to the emergency department because of a 6-hour history of severe headache, nausea, and 1 episode of vomiting. On arrival, she is lethargic and oriented only to self. Her pulse is 50/min, respirations are 8/min and shallow, and blood pressure is 150/96 mm Hg. Examination shows medial deviation of the left globe and ecchymoses of the upper eyelids. Appropriate pharmacotherapy with an intravenous drug is initiated, and the patient's urine output subsequently increases. The patient is at greatest risk of which of the following adverse effects?","{'0': 'Drug-induced hypersensitivity syndrome', '1': 'Hyperuricemia', '2': 'Tinnitus', '3': 'Pulmonary edema'}",Pulmonary edema,3,"['female', 'senior (65+)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",2
1991,12913,"Question linked to the image nº26 A 26-year-old man who presented erythematous-scaly plaques on the scalp, elbows, sacral region, periumbilical and knees for 7 years. He has followed different treatments (acitretin, methotrexate, cyclosporine, phototherapy) that have been only partially effective or have caused adverse effects. Which of the following drugs has an approved indication for our patient?","{'0': 'Abatacept.', '1': 'Ustekinumab.', '2': 'Leflunomide', '3': 'Tocilizumab'}",Ustekinumab.,1,"['male', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",2
1992,12919,Caffeine (caffeine) the most common symptoms of withdrawal why?,"{'0': 'Difficulty falling asleep', '1': 'headache', '2': 'Tachycardia', '3': 'Tremor'}",headache,1,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
1993,12933,"A 33-year-old woman, gravida 2, para 1, at 26 weeks' gestation presents to the emergency department because of frequent contractions. The contractions last 40 seconds, occur every 2 minutes, and are increasing in intensity. She has a history of recurrent painful ulcers on her vulva, but she currently does not have them. Her first child was delivered by lower segment transverse cesarean section because of a non-reassuring fetal heart rate. Her current medications include acyclovir, folic acid, and a multivitamin. Her temperature is 36.9°C (98.4°F), heart rate is 88/min, and blood pressure is 126/76 mm Hg. Contractions are felt on the abdomen. The cervix is dilated to 5 cm, 70% effaced, and the station of the head is -2. A fetal ultrasound shows no abnormalities. Which of the following is the most appropriate next step in management?","{'0': 'Allow vaginal delivery', '1': 'Initiate misoprostol therapy', '2': 'Initiate nifedipine therapy', '3': 'Perform dilation and evacuation'}",Allow vaginal delivery,0,"['female', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",2
1994,12950,A mother comes with her 3 months' child asking the physician if she can give cereals to her child. What problems can this lead to her child?,"{'0': 'Allergy due to the food content', '1': 'Risk of gastrointestinal infection', '2': 'Retarded oro-motor development', '3': 'Contaminated food leading to reflux'}",Allergy due to the food content,0,"['female', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'doctor', 'N/A', 'N/A']",2
1995,12951,"Certain autoimmune diseases have been associated with genetic deficiencies of the complement system. Specifically, the deficiency in C4 has been associated with:","{'0': 'Systemic lupus erythematosus.', '1': 'Rheumatoid arthritis.', '2': 'Myasthenia gravis.', '3': 'Diabetes mellitus type 1.'}",Systemic lupus erythematosus.,0,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
1996,12958,Nucleus ambiguus is not associated with which cranial nerve:,"{'0': 'X', '1': 'XI', '2': 'IX', '3': 'XII'}",XII,3,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
1997,12967,Phenylketonuria occurs as a consequence of the deficiency of phenylalanine hydroxylase and severely affects the central nervous system. Its mode of hereditary transmission is the following:,"{'0': 'Autosomal and recessive transmission.', '1': 'Transmission linked to the X chromosome', '2': 'Autosomal and dominant transmission.', '3': 'It is transmitted by the mother, because the gene is in the mitochondrial chromosome.'}",Autosomal and recessive transmission.,0,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
1998,12974,"Question linked to the image nº16 Woman of 45 years of age, smoker of 20 cig / day. He went to the emergency room due to a clinical picture of 10 days of mucopurulent cough, pain in the right hemithorax, asthenia and night sweats. Pulmonary auscultation with decreased vesicular murmur in the upper third of the right lung with abundant rhonchi in both fields. Analytical: Hb 10 g / dL, platelets 629,000 / μL and leukocytes 16,000 / μL with 83% neutrophils. A thorax RX is performed. What is the most correct attitude?","{'0': 'Transthoracic aspiration guided by CT.', '1': 'Bronchoscopy with bronchoalveolar lavage.', '2': 'Empirical antibiotherapy with coverage for anaerobes.', '3': 'Percutaneous drainage.'}",Empirical antibiotherapy with coverage for anaerobes.,2,"['male', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",2
1999,12986,"A 32-year-old G2P2 woman gives birth to a boy at 39 weeks gestation. The mother recently immigrated from Somalia and had no prenatal care. She refused all intrapartum medications. The boy’s Apgar scores were 7 and 9 at 1 and 5 minutes, respectively. His height and weight were in the 20th and 15th percentiles, respectively. Mother and child were discharged the day after birth. However, 7 days later, the mother presents to the pediatrician because she noticed redness and discharge in her baby's eyes. His temperature is 98.8°F (37.1°C), blood pressure is 105/65 mmHg, pulse is 120/min, and respirations are 22/min. On exam, the boy has scant non-purulent mucoid bilateral eye discharge and conjunctival hyperemia. Which of the following is the most appropriate treatment for this patient?","{'0': 'Intravenous acyclovir', '1': 'Oral and topical erythromycin', '2': 'Sterile lubricant with artificial tear preparation', '3': 'Topical bacitracin'}",Oral and topical erythromycin,1,"['male', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",2
2000,12987,Most common cause of pneumonia in early onset sepsis a neonate is,"{'0': 'Pnemococcus', '1': 'S. Pyogens', '2': 'E Coli', '3': 'S. Aureus'}",E Coli,2,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
2001,12990,A 75-year-old with hypertension and atrial fibrillation comes to the emergency department because of a 2-hour history of severe abdominal pain and nausea. He has smoked 1 pack of cigarettes daily for the past 45 years. The patient undergoes emergency laparotomy and is found to have dusky discoloration of the hepatic colonic flexure and an adjacent segment of the transverse colon. The most likely cause of his condition is occlusion of a branch of which of the following arteries?,"{'0': 'Median sacral artery', '1': 'Inferior mesenteric artery', '2': 'Celiac artery', '3': 'Superior mesenteric artery'}",Superior mesenteric artery,3,"['male', 'senior (65+)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",2
2002,13000,"A 32-year-old man with HIV infection is brought to the emergency department by his roommate because of a 2-week history of progressively worsening headache and vomiting. Current medications include trimethoprim-sulfamethoxazole, dolutegravir, and tenofovir-emtricitabine. His temperature is 38.5°C (101.3°F). Physical examination shows nuchal rigidity. Kernig and Brudzinski signs are present. A lumbar puncture is performed and shows an opening pressure of 32 cm H2O (N: < 20). The pathogen isolated from the cerebrospinal fluid (CSF) can be cultured on Sabouraud agar. Further evaluation of this patient's CSF is most likely to show which of the following additional findings?","{'0': 'Positive latex agglutination test', '1': 'Positive PCR for HSV-2 DNA', '2': 'Presence of tachyzoites', '3': 'Increased adenosine deaminase concentration'}",Positive latex agglutination test,0,"['male', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",2
2003,13014,A properly designed rest on lingual surface of a canine is preferred to a rest on incisal surface because:,"{'0': 'Less Leverage is exerted against the tooth by Lingual rest', '1': 'Enamel is thicker on lingual surface', '2': 'Visibility and access is better on lingual surface', '3': 'The cingulum of canine produces a naturalsurface for recess'}",Less Leverage is exerted against the tooth by Lingual rest,0,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
2004,13015,"A 32-year-old woman comes to the physician because of fatigue, breast tenderness, increased urinary frequency, and intermittent nausea for 2 weeks. Her last menstrual period was 7 weeks ago. She has a history of a seizure disorder treated with carbamazepine. Physical examination shows no abnormalities. A urine pregnancy test is positive. The child is at greatest risk of developing which of the following complications?","{'0': 'Renal dysplasia', '1': 'Meningocele', '2': 'Sensorineural hearing loss', '3': 'Vaginal clear cell carcinoma'}",Meningocele,1,"['female', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'doctor', 'N/A', 'N/A']",3
2005,13022,"A 42-year-old man presents to a neurologist for evaluation of severe headache. He started experiencing episodic headaches and palpitations 3 months ago; however, he thought that these symptoms were simply related to the stress of moving and starting a new job. He has continued to experience these intermittent headaches and has also noticed that he sweats profusely during these episodes. On presentation his temperature is 99.1°F (37.3°C), blood pressure is 163/112 mmHg, pulse is 112/min, and respirations are 15/min. Physical exam reveals pallor and perspiration but is otherwise unremarkable. The most likely cause of this patient's symptoms is produced by cells located in which region of the histology slide shown in figure A?","{'0': 'A', '1': 'B', '2': 'C', '3': 'E'}",E,3,"['male', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",2
2006,13023,"An 8-year-old boy is brought to the physician for evaluation of an excessive bleeding after undergoing a dental procedure. Laboratory studies show a platelet count of 195,000/mm3, a partial thromboplastin time of 44 sec, and a prothrombin time of 12 sec. A one-stage clotting assay shows a decreased factor VIII. Therapy with a drug that acts on endothelial cells is initiated. This drug is most likely to result in which of the following?","{'0': 'Decreased cAMP in renal tubular cells', '1': 'Increased tubular fluid osmolarity in the loop of Henle', '2': 'Increased permeability to urea in the collecting duct', '3': 'Increased bleeding time'}",Increased permeability to urea in the collecting duct,2,"['male', 'young (<18)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'doctor', 'N/A', 'N/A']",3
2007,13024,"A 71-year-old woman with type 2 diabetes mellitus and hypertension comes to the emergency department because of a 3-day history of intermittent abdominal pain, vomiting, and obstipation. She has had multiple episodes of upper abdominal pain over the past year. She has smoked 1 pack of cigarettes daily for the past 30 years. Physical examination shows a distended abdomen with diffuse tenderness and high-pitched bowel sounds. An x-ray of the abdomen shows a dilated bowel, multiple air-fluid levels, and branching radiolucencies in the right infra-diaphragmatic region. Which of the following is the most likely cause of this patient's condition?","{'0': 'Perforation of the duodenal wall', '1': 'Inflammation of the gallbladder wall', '2': 'Obstruction of the common bile duct', '3': 'Torsion of the large intestine'}",Inflammation of the gallbladder wall,1,"['female', 'senior (65+)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",2
2008,13029,"84 possible outcomes related to socialized medicine (medical socialization), please select the most appropriate combination of the following relationship options? ① ② prices caused by medical non-medical needs who also have to bear medical costs ③ can lead to medical providers of rebound ④ can lead to dissatisfaction and anxiety of high-income earners","{'0': '①②③④', '1': '②③④', '2': '①②③', '3': '①②④'}",②③④,1,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'doctor', 'lower class (<= $30,000)', 'N/A']",2
2009,13040,"ِA 62-year-old man comes to the emergency department because of colicky pain in the lower abdomen and abdominal distension for the past 12 hours. He has chronic constipation for which he takes lactulose and senna laxatives. His temperature is 37.1°C (98.7°F), blood pressure is 110/60 mm Hg and pulse is 85/min. On physical examination, there is diffuse abdominal distension and tenderness, and bowel sounds are faint. His plain abdominal radiograph is shown. Which of the following is the most likely diagnosis?","{'0': 'Infectious colitis', '1': 'Bowel adhesions', '2': 'Volvulus', '3': 'Acute diverticulitis'}",Volvulus,2,"['male', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",2
2010,13056,The transport of CO is diffusion limited because,"{'0': 'Binds avidly with Hb', '1': 'Partial pressure of CO is less', '2': 'CO is less absorbed in water', '3': 'Alveolar membrane is less permeable'}",Binds avidly with Hb,0,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
2011,13059,"Question linked to image nº7 A 42-year-old woman who came to the emergency room due to abdominal pain and fever. A CT is performed that does not provide data on the possible cause of the pain, however, before the findings objectified in the image, it is referred to the doctor. Which of the following explorations do you consider indicated to complete the study?","{'0': 'Scintigraphy with meta-iodobencilguanidina.', '1': 'Determination of 5 hydroxyindoleacetic in 24h urine.', '2': 'Needle aspiration with fine needle with ultrasound control.', '3': 'Magnetic resonance.'}",Magnetic resonance.,3,"['female', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'doctoral', 'N/A', 'N/A', 'N/A', 'doctor', 'N/A', 'N/A']",4
2012,13063,"A 72-year-old presents to the Emergency Room with hemoptysis. He has smoked 1 pack of cigarettes a day for the past 30 years. Physical examination of the face is shown in Image A and is accompanied by left upper extremity edema. Of the following, which is the most likely cause of the patient’s symptoms:","{'0': 'Pleural effusion', '1': 'Superior sulcus tumor', '2': 'Pulmonary embolus', '3': 'Mass in the thoracic region of the spinal cord'}",Superior sulcus tumor,1,"['male', 'senior (65+)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",2
2013,13067,Which drug causes flagellate pigmentation of skin?,"{'0': 'Bleomycin', '1': 'Minocycline', '2': 'Vincristine', '3': 'Daunorubicin'}",Bleomycin,0,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
2014,13071,"A 26-year-old woman comes to the physician because of progressively worsening episodic pelvic pain for 2 years. The pain starts a few days before her menstrual period and lasts about 10 days. She has tried taking ibuprofen, but her symptoms do not improve. Menses have occurred at regular 29-day intervals since menarche at the age of 11 years and last for 5–7 days. The first day of her last menstrual period was 2 weeks ago. She is sexually active with her boyfriend and has noticed that intercourse is often painful; they use condoms inconsistently. Vital signs are within normal limits. Pelvic examination shows a normal vagina and cervix. Bimanual examination shows a normal-sized uterus and no palpable adnexal masses. Urine pregnancy test is negative. Which of the following is the most appropriate next step in management?","{'0': 'Perform MRI of the pelvis', '1': 'Prescribe gonadotropin-releasing hormone agonists', '2': 'Prescribe androgenic steroids', '3': 'Prescribe estrogen-progestin contraceptives'}",Prescribe estrogen-progestin contraceptives,3,"['female', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'doctor', 'N/A', 'N/A']",3
2015,13086,The larvae of the parasite which can cause neurological bladder worms disease (neurocysticercosis) in the human body?,"{'0': 'Hook tapeworm (Taenia solium)', '1': 'Particulate raw packet tapeworms (Echinococcus granulosus)', '2': 'Short envelope tapeworm (Hymenolepis nana)', '3': 'Manson crack head tapeworm (Spirometra mansonoides)'}",Hook tapeworm (Taenia solium),0,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
2016,13087,"A 21-year-old woman presents with sudden onset of high blood pressure. She is concerned about her health especially after her colleagues noticed that her face gets red at times while at work. She has even started to use blankets to cover her feet, even on the warmest days in the summer, even though her hands feel warm to the touch. She is a student who exercises and eats a well-balanced diet every day. There is no family history of hypertension or other metabolic syndromes. On examination, her blood pressure is 145/92 mm Hg, respirations are 19/min, pulse is 64/min, and temperature is 36.7°C (98.0°F). An echocardiogram is ordered for investigation. This patient is likely affected by a condition which is associated with which of the following options?","{'0': 'Fibromuscular dysplasia', '1': 'Marfan syndrome', '2': 'Turner syndrome', '3': ""Takayasu's arteritis"", 'correct answer': ""Takayasu's arteritis""}",Turner syndrome,2,"['female', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'single-family home']",3
